date_time,city_area,state,country,ufo_shape,encounter_length,described_encounter_length,description,date_documented,latitude,longitude,month,day,year,time
10/14/2002 19:30,cagayan de oro city (philippines),,ph,round,300,3-5 mins.,My boyfriend and I went outside the firexit stairs on a 4 sorey building&#44 where the fm radio station is. My boyfriend first saw a white,10/15/2002,8.454236,124.631898,10,14,2002,19:30
10/14/2002 20:00,newcastle-upon-tyne (uk/england),,gb,round,4200,1 hour and 10 minutes,The object swayed and suddenly dropped&#44 then made of circular motions&#44with the coloured lights circling it in no particular sequence,10/15/2002,54.978252,-1.61778,10,14,2002,20:00
10/14/2002 22:30,oshawa (canada),on,ca,light,1200,15-20 min.,UP to 7 silent orange lights seen hovering for quite a while. ((Vandenberg rocket launch.  PD)),10/15/2002,43.9,-78.866667,10,14,2002,22:30
10/14/2003 13:15,chicoutimi (canada),pq,ca,cylinder,2,2 sec,I&#39ve see a big cylidner maybe 30-40 feet long  in the sky in low altitude don&#39t know what it is but it was really fast .like a flying c,10/15/2003,48.433333,-71.066667,10,14,2003,13:15
10/14/2005 3:36,llanelli (uk/england),,gb,triangle,30,30seconds,triangle object flew over my house early morning blocking out all stars,10/20/2005,51.676111,-4.156667,10,14,2005,3:36
10/14/2006 7:25,argostoli (greece),,gr,round,5,5 sec,our first ufo sighting. KEFALONIA GREECE,10/30/2006,38.173168,20.489973,10,14,2006,7:25
10/14/2007 4:15,barquisimeto (venezuela),,ve,round,120,at least 2 minutes,Round shaped ship with lights around&#44 static movement and then fly away,11/28/2007,10.063611,-69.334722,10,14,2007,4:15
10/14/2007 4:30,hyderabad (india),,in,light,900,15 minutes,Treasure Island&#44 Gandipet&#44 Hyderabad&#44 14th October 2007&#44 4:30 am&#44 Bright Light in the sky moving and blinking every 10 seconds &#33,11/28/2007,17.385044,78.486671,10,14,2007,4:30
10/14/2007 5:00,rawalpindi (pakistan),,pk,other/unspecified,10,10 sec,((HOAX))  usaually i stand near the airport. on that day i saw that there were,11/28/2007,33.598394,73.044135,10,14,2007,5:00
10/14/2010 1:00,lesser slave lake (canada),ab,ca,rectangle,60,1 min,ufo landed,11/21/2010,55.431256,-115.603896,10,14,2010,1:00
10/14/2010 21:30,tehran (iran),,ir,triangle,3600,1 hour,i like to share My Hd film,11/21/2010,35.696111,51.423056,10,14,2010,21:30
10/14/2010 22:05,calgary (canada),ab,ca,other/unspecified,20,20 seckonds,ASTRONOMER REPORT:  3 objects in the night sky moving @ high rate of speed.,11/21/2010,51.083333,-114.083333,10,14,2010,22:05
10/14/2010 22:30,northwich (uk/england),,gb,other/unspecified,180,2-3 min&#39s,orange flare like sightings over Cheshire,11/21/2010,53.266667,-2.5,10,14,2010,22:30
10/14/2012 20:15,kabul (afghanistan),,af,light,300,5 minutes observed,Comet-like &#39star&#39 object seen over Eastern Afghanistan,10/30/2012,34.533056,69.166111,10,14,2012,20:15
10/14/2013 16:00,hawkesbury (canada),on,ca,round,30,30 seconds,One bright-white orb moving erratically over highway 50 in quebec &#44canada seemed to appear and warp to another point in the sky.,10/23/2013,45.616667,-74.6,10,14,2013,16:00
10/14/2013 16:00,hawkesbury (canada),on,ca,round,30,30 seconds,One bright-white orb moving erratically over highway 50 in quebec&#44 canada seemed to appear and warp to another point in the sky.,10/23/2013,45.616667,-74.6,10,14,2013,16:00
10/14/2013 19:30,toronto (canada),on,ca,light,1200,15-20 minutes,8 Red Orb Lights over large City of Toronto.,10/23/2013,43.666667,-79.416667,10,14,2013,19:30
10/16/1952,edmonton (southwest of) (canada),ab,ca,cylinder,120,approx. 2 min.,Good evening folks---What I am about to discribe is what I saw back in 1952&#44in an area that is about 75 to 80 miles southwest of the ci,1/17/2004,53.55,-113.5,10,16,1952,0:00
10/15/1956 1:00,mechra bel ksire (morocco),,ma,other/unspecified,300,approx. 5 minutes,Air Defense radar reflected an object with great speed and maneuverability east of Giralter north of the African coast initially headin,4/16/2005,34.56,-5.95,10,15,1956,1:00
10/15/1967 4:00,lake champlain (n end of) (canada),qc,ca,round,900,10-15 min.,Strange&#44 circular object with a halo or glowing ring around it which moved at unbelieveable speed&#44 almost straight up.,4/16/2005,44.586581,-73.38009,10,15,1967,4:00
10/15/1967 16:00,castleside (uk/england),,gb,cylinder,300,5 minutes,I saw a huge cigar shaped object&#44 pulsating red then orange&#44 like a heartbeat&#44 my horse saw it first.,3/11/2006,54.833333,-1.866667,10,15,1967,16:00
10/15/1967 19:30,knott - end. fleetwood (uk/england),,gb,light,600,5 - 10 mins,Strange lights in the sky Northern England in the Autumn of 1967.,2/18/2001,53.92766,-3.00585,10,15,1967,19:30
10/15/1970 19:00,london (uk/england),,gb,other/unspecified,1800,30 minutes,Single bright cone shaped beam of light.,8/24/2010,51.514125,-0.093689,10,15,1970,19:00
10/15/1972 8:30,toronto (canada),on,ca,round,2,seconds,observed tarnished&#44 oval shaped object with black symbols on side travelling south at a steady speed towards Lake Ontario,5/12/2010,43.666667,-79.416667,10,15,1972,8:30
10/15/1973 23:00,germany (czech border),,de,light,60,1 minute,It&#39s not the only time &#33&#33,8/1/2003,51.165691,10.451526,10,15,1973,23:00
10/15/1981 7:30,stonewall (canada),mb,ca,triangle,36000,10 hours,I remember feeling so scared and helpless&#44 trouble breathing&#44 feeling of being abandoned.,11/20/2013,50.133333,-97.316667,10,15,1981,7:30
10/15/1987 21:00,cheltenham (melbourne) (victoria) (australia),,au,round,600,10 minutes,Sighting of the Mother ship &quot;UFO&quot; Charman Rd Cheltenham Vic &#44 Australia 1987-1988,11/20/2013,-37.966667,145.066667,10,15,1987,21:00
10/15/1988 1:00,ottawa (canada),on,ca,triangle,2700,45 minutes,...triangular in shape blotting out most of the bluff in the background&#44 the horizon and part of the night sky,7/5/2005,45.416667,-75.7,10,15,1988,1:00
10/15/1988 19:30,london (uk/england),,gb,round,240,4 minutes,Too big to be a balloon - i haven&#39t been able to completely forget it.  Would really like an explanation.,8/5/2001,51.514125,-0.093689,10,15,1988,19:30
10/15/1989 23:00,georgetown (canada),on,ca,round,240,3-4 minutes,georgetown sighting  anyone else see it?,2/14/2008,46.183333,-62.533333,10,15,1989,23:00
10/15/1990 21:30,taipei city (taiwan),,tw,round,30,30 second,7 luminous objects&#44 circle shapes; 6 objects circled to be a ring and 1 object in the center. around half of the moon size,10/12/2001,25.091075,121.559834,10,15,1990,21:30
10/15/1990 22:30,saudi arabia,,sa,triangle,20,15 -20 seconds,October 1990 - Saudi Arabia - large dark triangular object - 3 white lights -  20 seconds - no sound - no stars behind object,10/20/2005,23.885942,45.079162,10,15,1990,22:30
10/15/1994 22:00,bry sur marne  (near paris) (france),,fr,other/unspecified,120,some minuts,Two red lights in the sky,10/28/2002,48.834913,2.523649,10,15,1994,22:00
10/15/1995 21:00,kallangur (australia),,au,flare,300,5 minutes,UFO in kallangur,12/9/2000,-27.251405,152.991072,10,15,1995,21:00
10/15/1995 23:00,split (in former yugoslavia),,rs,flare,15,15 seconds,I was standing on the shore of the Adriatic Sea looking towrds Italy&#44 seen object go frm left to right&#44 approx  altitiude1000ft,2/1/2007,43.508132,16.440193,10,15,1995,23:00
10/15/1997 23:30,fort william (uk/scotland),,gb,other/unspecified,30,-30sec,UFO exploded in the West Highlands of Scotland..,2/18/2001,56.819817,-5.105218,10,15,1997,23:30
10/15/1999 2:00,inverness (uk/scotland),,gb,formation,180,3 minutes,Four bright white lights moving in a row,12/12/2009,57.466667,-4.233333,10,15,1999,2:00
10/15/1999 14:00,yangtzee river (china),,cn,disk,1800,30 minutes,LOOKED LIKE THE REAL THING,1/10/2009,31.84694,120.872862,10,15,1999,14:00
10/15/1999 19:30,mississauga (canada),on,ca,triangle,3,3 seconds,Was outside taking a coffee break and notice three what i first thought was three fighters flying in formation&#44 but there was no engine,12/2/2000,43.15,-79.5,10,15,1999,19:30
10/15/1999 20:15,montreal (canada),pq,ca,other/unspecified,900,15 min,UFO&#39s sighted over Montreal&#44 Quebec&#44 November&#44 1999.,5/14/2002,45.5,-73.583333,10,15,1999,20:15
10/16/1999,sheffield (uk/england),,gb,triangle,120,only a few minutes,THE UFO,4/1/2001,53.366667,-1.5,10,16,1999,0:00
10/15/2000 1:00,los americas (laguna park 1 hotel) (tenerife),,es,round,45,45 seconds,the UFO traveled horizontaly above us&#44for approx 45 seconds before shooting upwards into the sky and dissapearing.,12/9/2003,4.52572,-75.6976,10,15,2000,1:00
10/15/2000 1:30,whitby (canada),on,ca,round,1,< sec,Green hazy light seen north of Toronto,12/2/2000,43.866667,-78.933333,10,15,2000,1:30
10/15/2000 12:35,sherwood park (canada),ab,ca,egg/teardrop,45,45 sec.,I was talking to my wife on a cell phone from a work site just North of Sherwood Park Alberta. Mid-way through the conversation I notic,1/11/2002,53.516667,-113.316667,10,15,2000,12:35
10/15/2000 18:30,london (uk/england),,gb,light,60,1 minute,A large very bright light&#33,12/2/2000,51.514125,-0.093689,10,15,2000,18:30
10/15/2001 16:30,swadlincote&#44 derbyshire (uk/england),,gb,round,20,10-20 seconds,Two objects seen flying over Derbyshire&#44 UK. Both keeping exact pace.,3/19/2002,52.771318,-1.554997,10,15,2001,16:30
10/15/2002 20:30,darwin (nt&#44 australia),nt,ca,chevron,60,1min,two loud noises&#44 saw unusual lights in the sky not common for the area,10/15/2002,-12.45722,130.836639,10,15,2002,20:30
10/15/2003 0:00,ft. mckay (canada),ab,ca,light,4,4 seconds,Blue light in canada,10/30/2012,57.186758,-111.636785,10,15,2003,0:00
10/15/2004 23:00,east scarborough (canada),on,ca,light,7,6-7 seconds,2 moving lights,10/8/2007,43.776426,-79.231752,10,15,2004,23:00
10/15/2004 23:00,waterloo (canada),on,ca,round,15,15 second,Three large lights in triangle form and then they got smaller and disappeared,2/1/2007,45.35,-72.516667,10,15,2004,23:00
10/15/2005 23:40,thunder bay (canada),on,ca,disk,120,2 minutes,Cloudly except for a circle around the near full moon&#44 which was illuminated in blues and greens&#44 then a saucer appeared,10/20/2005,48.4,-89.233333,10,15,2005,23:40
10/15/2006 22:00,thompson (canada),mb,ca,other/unspecified,432000,5 days,Orions Belt    *nebula (faint) out in                      .<                      *    *    * unknown   cluster  .< . < *          *,2/1/2007,55.75,-97.866667,10,15,2006,22:00
10/15/2008 3:00,pancake bay (canada),on,ca,round,15,15 seconds,orange plasma ball orb materialization dematerialization,11/21/2010,46.959934,-84.687135,10,15,2008,3:00
10/15/2008 21:00,nine mile river (canada),ns,ca,light,60,1 minute,Green light paced my pickup truck on rural road&#44 then sped off and headed east towards the atlantic ocean.,5/15/2013,45.041389,-63.576944,10,15,2008,21:00
10/16/2008,hull (uk/england),,gb,disk,420,7 mins,2 orangey red discs similar to other reports from the time.,3/19/2009,53.716667,-0.333333,10,16,2008,0:00
10/15/2009 22:30,pampatar-margarita island (venezuela),,ve,triangle,4,3-4 seconds,Triangular UFO over Margarita Island&#44 Venezuela. October 2009,2/14/2010,10.999444,-63.794444,10,15,2009,22:30
10/15/2010 22:00,carlisle (canada),on,ca,flare,3,about 2-3sec.,Green/yellow streak falling towards earth appeared to be a solid object and not fast enough to be a meteor.,11/21/2010,43.128739,-81.483506,10,15,2010,22:00
10/15/2011 20:05,moss (norway),,no,formation,60,1 minute,Very fast light&#44 changing colors.,10/19/2011,59.434091,10.658383,10,15,2011,20:05
10/15/2012 1:00,jerusalem (israel),,il,round,1800,30 minutes,2 bright white oval lights over a Jerusalem hillside noticed in photograph taken at around 1:00 a.m. of Oct. 15&#44 2012,11/19/2012,31.768319,35.21371,10,15,2012,1:00
10/15/2013 17:00,kirkland (canada),qc,ca,disk,300,5 minutes,Flying saucer there than gone in seconds.,3/18/2014,45.46,-73.85,10,15,2013,17:00
10/15/2013 18:25,chennai (india),,in,round,30,30 seconds,Yellowish/orange sphere observed in the sky.,10/23/2013,13.052414,80.250825,10,15,2013,18:25
10/16/1988 0:34,winnipeg (canada),mb,ca,triangle,1200,20 minutes,Triangular shape lands in a manitoban field.  ((NUFORC Note:  Possibly not a serious report.  PD)),5/11/2005,49.883333,-97.166667,10,16,1988,0:34
10/16/2001 20:00,doaktown (canada),nb,ca,other/unspecified,120,hours,bright object bobbeb &amp; weaved in the air and moved unconventionally for 2 nights in a row.,2/22/2002,46.55,-66.116667,10,16,2001,20:00
10/16/2001 22:15,assouan (egypt),,eg,triangle,120,2 min,My freind and i were watching the stars lying on a long chair on the deck of a boat on the Nil. The night was clear without any moon. T,1/11/2002,24.088938,32.899829,10,16,2001,22:15
10/16/2002 15:00,glasgow (uk/scotland),,gb,other/unspecified,300,5 minutes,I am a Buyer with Scottish Water working in Glasgow and after a meeting with a supplier on Wednesday 16th October I happened to glance,10/28/2002,55.833333,-4.25,10,16,2002,15:00
10/16/2002 17:28,osaka (japan),,jp,flare,600,10mins,Thick strand of light flying across the sunsetting sky at high speed,10/28/2002,34.693738,135.502165,10,16,2002,17:28
10/16/2004 0:10,northampton (uk/england),,gb,light,1800,30 mins(approx),Disco Lights over Northampton&#44 UK.,4/27/2007,52.25,-0.883333,10,16,2004,0:10
10/16/2005 17:39,rosthern (canada),sk,ca,cylinder,120,2 minutes,Oct/ 16 sun 2005; Me and my daughter and while on the way home from a convience store saw a silver sparkle in the sky; it was a clear e,10/20/2005,52.65,-106.333333,10,16,2005,17:39
10/16/2007 4:45,tokyo (japan),,jp,light,15,15 sec,Circular object with 3 bright white lights attached,11/28/2007,35.689488,139.691706,10,16,2007,4:45
10/16/2007 12:00,ontario (canada),on,ca,other/unspecified,900,10-15 minutes,Stationary object.,11/28/2007,51.253775,-85.323214,10,16,2007,12:00
10/16/2007 19:55,leeds (uk/england),,gb,flare,300,5 minutes,Golden light ball / craft in the sky,11/28/2007,53.8,-1.583333,10,16,2007,19:55
10/16/2009 19:30,selby (uk/england),,gb,changing,240,4 minutes,A orange splatter shaped light hovering in one place for about 4 minutes&#44 slightly moving around but staying in round about the same sp,12/12/2009,53.783333,-1.066667,10,16,2009,19:30
10/16/2009 21:30,melksham&#44 wiltshire (uk/england),,gb,round,120,2 mins,Bright orange light moved across the sky&#44 no noise then disappeared,12/12/2009,51.370447,-2.137629,10,16,2009,21:30
10/16/2009 22:35,oakham&#44 rutland (uk/england),,gb,light,40,40 seconds,Oakham,12/12/2009,52.669563,-0.726625,10,16,2009,22:35
10/16/2012 19:11,gold coast (australia),,au,egg/teardrop,45,45 seconds,Orb shaped UFO &#44 red and blue flare out,10/30/2012,-28.00029,153.430878,10,16,2012,19:11
10/16/2012 23:30,vineland (canada),on,ca,triangle,480,8 minutes,Triangle of 3 very bright white lights hovering over Victoria ave and south service road,10/30/2012,43.151355,-79.39277,10,16,2012,23:30
10/17/1998 2:17,ottawa (woodroffe &amp; baseline) (canada),on,ca,light,30,30 sec,from centre of Orion&#44 a seemingly far off single point of light&#44 brightness of a star&#44 moved downward to horizon&#44 side to side (about 2,12/2/2000,45.416667,-75.7,10,17,1998,2:17
10/17/1999 7:55,victoria (canada),bc,ca,egg/teardrop,300,5 min approx.,Very bright light observed in eastern sky. After watching for several minutes determined it was moving away from us.,12/2/2000,46.216667,-63.483333,10,17,1999,7:55
10/17/1999 20:25,melbourne (vic&#44 australia),,au,cylinder,1500,25 min,The Craft zipped passed&#44 zipped back&#44 stopped&#44and just stood there for about twenty mins. The wittnesses said they had an eerie feeling,4/15/2000,-37.813938,144.963425,10,17,1999,20:25
10/17/2002 1:45,ditcot&#44 oxordshire (uk/england),,gb,round,2700,45 minutes,From around 1:15 am to 2:00 am this morning 17/10/2002 I watched a circular light moving at a speed far greater than any aircraft known,10/28/2002,51.608044,-1.24484,10,17,2002,1:45
10/17/2002 1:45,south stoke&#44 goring (uk/england),,gb,round,7200,2 hrs,UFO sighted over fields and River Thames in South Stoke&#44 Nr. Reading&#44 UK,10/28/2002,51.543102,-1.097742,10,17,2002,1:45
10/17/2002 19:42,kracow (poland),,pl,egg/teardrop,180,3 mins,Egg-shaped object traveling at high speed. Krakow&#44 Poland.,10/28/2002,50.06465,19.94498,10,17,2002,19:42
10/17/2002 22:30,vrsac (yugoslavia),,rs,diamond,7,7 sec.,We saw a huge space craft from some other planet.,10/28/2002,45.116667,21.3,10,17,2002,22:30
10/17/2003 16:54,cape town (south africa),,za,round,30,30 sec,Round sphere speeding along a horizontal path,10/31/2003,-33.924868,18.424055,10,17,2003,16:54
10/17/2003 20:15,montreal (canada),pq,ca,light,4200,approx: 70 minutes,HBCCUFO CANADIAN REPORT:  The 4 lights at equal distance from one another.,10/31/2003,45.5,-73.583333,10,17,2003,20:15
10/17/2004 21:15,liveley (canada),on,ca,other/unspecified,1800,30.min.+,8chevronlights no sound high resonance vertical climb,11/2/2004,46.436543,-81.146561,10,17,2004,21:15
